ticker,headline,date,timestamp,source,sentiment_score,sentiment_negative,sentiment_neutral,sentiment_positive
GOOGL,Google Parent Alphabet Beats Earnings on Strong Search Revenue,2022-01-01,2022-01-01T00:00:00,financial_news,-0.91131705,0.94286674,0.025583606,0.03154972
META,"Meta Dividend Announcement Surprises Investors, Stock Jumps",2022-01-01,2022-01-01T00:00:00,financial_news,0.33701122,0.08356284,0.49586308,0.42057407
TSLA,"Tesla Faces Increased Competition in EV Market, Stock Volatile",2022-01-01,2022-01-01T00:00:00,financial_news,0.43062449,0.11869495,0.33198562,0.54931945
ADBE,Adobe Stock Declines on Competitive Pressure from Canva,2022-01-03,2022-01-03T00:00:00,financial_news,0.016122151,0.009759652,0.96435857,0.025881805
GOOGL,Google Layoffs Signal Cost-Cutting Measures Amid Economic Uncertainty,2022-01-03,2022-01-03T00:00:00,financial_news,-0.008495503,0.023534825,0.96142584,0.015039322
META,Meta's Instagram Revenue Growth Outpaces Facebook Platform,2022-01-03,2022-01-03T00:00:00,financial_news,-0.908572,0.94848025,0.011611506,0.039908238
MSFT,"Microsoft Announces Major AI Partnership, Shares Jump 5%",2022-01-03,2022-01-03T00:00:00,financial_news,-0.1457819,0.52801645,0.08974903,0.38223454
TSLA,Tesla Stock Surges on Autonomous Driving Technology Breakthrough,2022-01-03,2022-01-03T00:00:00,financial_news,-0.6742451,0.81904995,0.036145244,0.14480485
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-01-04,2022-01-04T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
AMZN,Amazon Stock Declines on Concerns About Regulatory Scrutiny,2022-01-04,2022-01-04T00:00:00,financial_news,0.023070633,0.010227335,0.9564748,0.033297967
CRM,Salesforce Stock Falls on Acquisition Integration Challenges,2022-01-04,2022-01-04T00:00:00,financial_news,0.014243004,0.008113955,0.9695291,0.022356959
META,Meta Announces AI-Powered Ad Targeting Improvements,2022-01-04,2022-01-04T00:00:00,financial_news,0.16090736,0.4131703,0.012752007,0.57407767
MSFT,"Microsoft Azure Growth Slows, Raising Questions About Cloud Dominance",2022-01-04,2022-01-04T00:00:00,financial_news,0.014286219,0.008602793,0.96850824,0.022889012
NFLX,"Netflix Announces Price Increase, Mixed Investor Reaction",2022-01-04,2022-01-04T00:00:00,financial_news,-0.7853579,0.8699464,0.045465145,0.084588535
TSLA,"Tesla Stock Falls on Price Cut Concerns, Margin Pressure",2022-01-04,2022-01-04T00:00:00,financial_news,0.019397058,0.010808514,0.958986,0.030205572
AAPL,"Apple Stock Surges on Strong Q4 Earnings Beat, Services Revenue Growth",2022-01-05,2022-01-05T00:00:00,financial_news,-0.9100152,0.93714744,0.035720374,0.027132211
CRM,Salesforce Stock Surges on Strong Subscription Revenue,2022-01-05,2022-01-05T00:00:00,financial_news,-0.9161471,0.941706,0.03273505,0.02555891
NFLX,Netflix Faces Regulatory Challenges in Key Markets,2022-01-05,2022-01-05T00:00:00,financial_news,0.38728464,0.08508339,0.44254863,0.47236803
NVDA,NVIDIA Stock Declines on Concerns About AI Bubble,2022-01-05,2022-01-05T00:00:00,financial_news,0.028152153,0.011245594,0.94935673,0.039397746
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-01-06,2022-01-06T00:00:00,financial_news,-0.15979844,0.5506954,0.058407605,0.39089698
GOOGL,Google Layoffs Signal Cost-Cutting Measures Amid Economic Uncertainty,2022-01-06,2022-01-06T00:00:00,financial_news,-0.008495503,0.023534825,0.96142584,0.015039322
META,Meta Stock Falls on Weak Advertising Revenue Guidance,2022-01-06,2022-01-06T00:00:00,financial_news,0.013626066,0.008939185,0.9684955,0.022565251
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-01-07,2022-01-07T00:00:00,financial_news,0.008793967,0.009048594,0.9731088,0.017842561
AMZN,Amazon Dividend Speculation Grows as Cash Flow Improves,2022-01-07,2022-01-07T00:00:00,financial_news,-0.7087944,0.8296473,0.04949977,0.120852865
AAPL,Apple Warns of Supply Chain Disruptions Affecting Holiday Sales,2022-01-08,2022-01-08T00:00:00,financial_news,0.02061126,0.013784092,0.9518206,0.034395352
CRM,"Salesforce Announces Dividend Initiation, Stock Reacts Positively",2022-01-08,2022-01-08T00:00:00,financial_news,0.1319996,0.15193884,0.56412274,0.28393844
MSFT,Microsoft Faces Regulatory Scrutiny Over Gaming Acquisitions,2022-01-08,2022-01-08T00:00:00,financial_news,0.035916887,0.010853967,0.94237524,0.046770852
NVDA,NVIDIA Stock Falls on Gaming Revenue Decline,2022-01-09,2022-01-09T00:00:00,financial_news,0.017457228,0.010411506,0.9617198,0.027868733
TSLA,"Tesla Announces New Gigafactory, Shares Rise on Expansion Plans",2022-01-09,2022-01-09T00:00:00,financial_news,-0.776128,0.867454,0.04122,0.09132602
MSFT,Microsoft Cloud Revenue Soars 40% as Azure Demand Remains Strong,2022-01-10,2022-01-10T00:00:00,financial_news,-0.92631656,0.950444,0.0254286,0.0241274
NVDA,NVIDIA Stock Declines on Concerns About AI Bubble,2022-01-10,2022-01-10T00:00:00,financial_news,0.028152153,0.011245594,0.94935673,0.039397746
AAPL,"Apple Services Revenue Hits All-Time High, Boosting Investor Confidence",2022-01-11,2022-01-11T00:00:00,financial_news,-0.9004294,0.9388706,0.02268833,0.038441155
CRM,Salesforce Stock Falls on Acquisition Integration Challenges,2022-01-11,2022-01-11T00:00:00,financial_news,0.014243004,0.008113955,0.9695291,0.022356959
CRM,"Salesforce Reports Strong Quarter, Cloud Revenue Growth Accelerates",2022-01-12,2022-01-12T00:00:00,financial_news,-0.9377127,0.9589536,0.019805454,0.02124088
MSFT,Microsoft Dividend Hike Reflects Strong Cash Flow Generation,2022-01-12,2022-01-12T00:00:00,financial_news,-0.9272036,0.94898,0.029243626,0.021776378
AAPL,Apple Faces Headwinds as China Sales Drop Amid COVID-19 Lockdowns,2022-01-13,2022-01-13T00:00:00,financial_news,0.008793967,0.009048594,0.9731088,0.017842561
NFLX,Netflix Stock Declines on Subscriber Churn Concerns,2022-01-13,2022-01-13T00:00:00,financial_news,0.017740417,0.012217152,0.9578253,0.02995757
AAPL,Apple Reports Record iPhone Sales Despite Global Supply Chain Challenges,2022-01-14,2022-01-14T00:00:00,financial_news,-0.9195132,0.94397074,0.03157182,0.024457537
CRM,"Salesforce Announces Dividend Initiation, Stock Reacts Positively",2022-01-14,2022-01-14T00:00:00,financial_news,0.1319996,0.15193884,0.56412274,0.28393844
GOOGL,"Google Faces Antitrust Pressure, Stock Under Pressure",2022-01-14,2022-01-14T00:00:00,financial_news,0.18976688,0.018486362,0.77326035,0.20825325
ADBE,"Adobe Announces AI-Powered Creative Tools, Shares Gain 5%",2022-01-15,2022-01-15T00:00:00,financial_news,-0.18630019,0.5601058,0.06608857,0.3738056
META,Meta Stock Surges on Strong User Engagement Metrics,2022-01-15,2022-01-15T00:00:00,financial_news,-0.9263906,0.9509162,0.024558239,0.02452556
MSFT,Microsoft Stock Declines as Gaming Revenue Disappoints,2022-01-15,2022-01-15T00:00:00,financial_news,0.01058849,0.009212148,0.9709872,0.019800639
NVDA,"NVIDIA Earnings Beat Expectations, Automotive Segment Strong",2022-01-15,2022-01-15T00:00:00,financial_news,-0.9237713,0.95127386,0.021223612,0.027502509
ADBE,Adobe Faces Regulatory Scrutiny Over Market Dominance,2022-01-16,2022-01-16T00:00:00,financial_news,0.10624008,0.013730875,0.8662982,0.119970955
NVDA,"NVIDIA Announces New AI Chip Architecture, Shares Rise 10%",2022-01-16,2022-01-16T00:00:00,financial_news,-0.5505356,0.743442,0.06365162,0.19290638
CRM,Salesforce Stock Falls on Weak Forward Guidance,2022-01-17,2022-01-17T00:00:00,financial_news,0.011306387,0.013883102,0.9609274,0.02518949
NFLX,Netflix Faces Regulatory Challenges in Key Markets,2022-01-17,2022-01-17T00:00:00,financial_news,0.38728464,0.08508339,0.44254863,0.47236803
ADBE,"Adobe Earnings Beat Expectations, Enterprise Segment Strong",2022-01-18,2022-01-18T00:00:00,financial_news,-0.9223206,0.9473405,0.02763962,0.025019914
AMZN,"Amazon Reports Strong Holiday Shopping Season, Stock Rises",2022-01-18,2022-01-18T00:00:00,financial_news,-0.15979844,0.5506954,0.058407605,0.39089698
AMZN,"Amazon Faces Union Organizing Efforts, Labor Costs Rising",2022-01-19,2022-01-19T00:00:00,financial_news,0.022842027,0.011962403,0.9532331,0.03480443
CRM,Salesforce Stock Declines on High Valuation Concerns,2022-01-19,2022-01-19T00:00:00,financial_news,0.00867266,0.012520159,0.966287,0.021192819
META,Meta's Instagram Revenue Growth Outpaces Facebook Platform,2022-01-19,2022-01-19T00:00:00,financial_news,-0.908572,0.94848025,0.011611506,0.039908238
MSFT,"Microsoft Teams Growth Accelerates, Boosting Productivity Segment",2022-01-19,2022-01-19T00:00:00,financial_news,-0.92332643,0.95291996,0.0174864,0.029593533
AAPL,Apple Stock Drops as Analysts Downgrade on Weak iPhone Demand,2022-01-20,2022-01-20T00:00:00,financial_news,0.017955966,0.0112793725,0.9594853,0.029235339
AMZN,Amazon Stock Slides as AWS Growth Slows Amid Economic Headwinds,2022-01-20,2022-01-20T00:00:00,financial_news,0.015026293,0.008080916,0.9688119,0.023107208
